people_group,country,population,language,longitude,latitude
Turk,Uzbekistan,"144,000",Turkish,69.32652,41.33056
"Turk, Meskhetian",Uzbekistan,"1,200","Uzbek, Northern",69.217296,41.251408
Turkmen,Uzbekistan,"149,000",Turkmen,59.602795,42.461575
Uyghur,Uzbekistan,"48,000",Uyghur,71.729324,40.462052
"Uzbek, Northern",Uzbekistan,"27,199,000","Uzbek, Northern",68.36695,38.1793
"Buriat, Russian",Uzbekistan,"1,100","Buriat, Russia",69.168003,41.318345
Chuvash,Uzbekistan,"14,000",Chuvash,69.240667,41.299016
Kabardian,Uzbekistan,"1,500",Kabardian,59.535939,42.594699
Khemshin,Uzbekistan,"1,700",Armenian,69.238967,41.275903
Komi-Permyat,Uzbekistan,"1,100",Komi-Permyak,69.208353,41.263999
Ossetic,Uzbekistan,"7,800",Ossetic,69.287014,41.337873
"Tatar, Shorian",Uzbekistan,500,Shor,69.356246,41.392311
Belarusian,Uzbekistan,"21,000",Belarusian,69.287995,41.355893
Bulgarian,Uzbekistan,"2,300",Bulgarian,69.337107,41.354258
Georgian,Uzbekistan,"6,300",Georgian,59.634915,42.443764
German,Uzbekistan,"17,000","German, Standard",69.265208,41.295885
Greek,Uzbekistan,"5,300",Greek,69.18391,41.2404
Lithuanian,Uzbekistan,"2,200",Lithuanian,69.269692,41.337873
Mordvinian,Uzbekistan,"16,000",Erzya,69.207196,41.333227
Polish,Uzbekistan,"3,300",Polish,69.234113,41.353244
Russian,Uzbekistan,"750,000",Russian,69.237525,41.322896
"Tatar, Khakass",Uzbekistan,500,Khakas,69.303542,41.387097
Udmurt,Uzbekistan,"4,200",Udmurt,69.211173,41.296207
Armenian,Uzbekistan,"66,000","Armenian, Western",69.246086,41.332229
Estonian,Uzbekistan,"1,400","Estonian, Standard",69.218664,41.314933
"Han Chinese, Mandarin",Uzbekistan,"1,300","Chinese, Mandarin",69.253098,41.370814
Latvian,Uzbekistan,"1,800","Latvian, Standard",69.293568,41.307443
Moldavian,Uzbekistan,"8,100",Romanian,69.254243,41.313529
Ukrainian,Uzbekistan,"49,000",Ukrainian,69.263266,41.27414
Korean,Uzbekistan,"182,000",Korean,69.23215,40.99086
Vietnamese,Vanuatu,"1,500",Vietnamese,168.312874,-17.721369
Deaf,Vanuatu,"2,300",Language unknown,168.336357,-17.736479
French,Vanuatu,"3,300",French,168.320953,-17.712452
Bieria,Vanuatu,100,Bieria,168.23249,-16.78672
"Han Chinese, Mandarin",Vanuatu,600,"Chinese, Mandarin",168.304144,-17.712232
Kiribertese,Vanuatu,900,Kiribati,168.22534,-17.62692
Ahamb,Vanuatu,"1,200",Axamb,167.70668,-16.49563
"Akei, Tasikiri",Vanuatu,"1,700",Akei,166.77317,-15.50212
"Ambae, East",Vanuatu,"7,800","Ambae, East",167.89953,-15.34711
"Ambae, West",Vanuatu,"13,000","Ambae, West",167.79833,-15.4317
Amblong,Vanuatu,400,Amblong,166.94357,-15.50805
"Ambrym Islanders, North",Vanuatu,"8,200","Ambrym, North",168.14683,-16.18301
"Ambrym, Southeast",Vanuatu,"5,800","Ambrym, Southeast",168.2006,-16.30724
Aneityumese,Vanuatu,"1,400",Aneityum,169.82462,-20.18866
Anglo-Australian,Vanuatu,"2,700",English,168.31244,-17.72832
Aulua Bay,Vanuatu,"1,400",Aulua,167.69066,-16.3516
"Baetora, Nasawa",Vanuatu,"2,100",Baetora,168.16138,-15.26091
"Baiap, South Ambrym",Vanuatu,"1,900",Daakaka,168.00844,-16.26926
Baki,Vanuatu,600,Baki,168.16354,-16.70886
Bierebo,Vanuatu,"1,300",Bierebo,168.15555,-16.66969
Big Nambas,Vanuatu,"5,300",V'enen Taut,167.2349,-16.08588
"Burmbar, Vartavo",Vanuatu,"1,400",Banam Bay,167.7339,-16.40642
Butmas-Tur,Vanuatu,"1,300",Butmas-Tur,167.03366,-15.32909
"Craig Cove, Fali",Vanuatu,"1,900",Lonwolwol,168.00782,-16.23181
Dixon Reef,Vanuatu,100,Dixon Reef,167.51763,-16.32369
"Efate, Northern",Vanuatu,"13,000","Efate, North",168.36614,-17.47621
"Efate, Southern",Vanuatu,"9,400","Efate, South",168.38966,-17.70656
Emae,Vanuatu,600,Emae,168.39871,-17.05875
Erromangan,Vanuatu,"3,000",Sie,169.15587,-18.846
Eton,Vanuatu,"1,100",Eton,168.55941,-17.73543
Fanbak,Vanuatu,200,Fanbak,168.093548,-16.165989
Fijian,Vanuatu,900,Fijian,168.32121,-17.63658
Fortsenal,Vanuatu,700,Fortsenal,166.92817,-15.4472
"Futunan, West",Vanuatu,"2,300",Futuna-Aniwa,170.21518,-19.53033
"Hano, Lamalanga",Vanuatu,"7,500",Hano,168.16824,-15.56091
Katbol,Vanuatu,"10,000",Avava,167.48695,-16.2642
Koro,Vanuatu,300,Koro,167.46691,-14.29428
Kwamera,Vanuatu,"5,500",Kwamera,169.43902,-19.59623
Lakon,Vanuatu,800,Lakon,167.471821,-14.302855
Lamenu,Vanuatu,"1,300",Lamenu,168.17278,-16.60911
Larevat,Vanuatu,"1,100",Larevat,167.37315,-16.14856
"Lehali, Teqel",Vanuatu,200,Lehali,167.32891,-13.50552
Lehalurup,Vanuatu,200,Loyop,167.35123,-13.5417
Lelepa,Vanuatu,800,Lelepa,168.21118,-17.60204
Lenakel,Vanuatu,"14,000",Lenakel,169.25938,-19.47391
"Letemboi, Small Nambas",Vanuatu,"1,300",Letemboi,167.57393,-16.42813
"Lingarak, Bushman's Bay",Vanuatu,"2,000",Neverver,167.49364,-16.18608
Lorediakarkar,Vanuatu,"1,300",Lorediakarkar,167.03471,-15.19825
Mae,Vanuatu,"1,600",Mae,167.28127,-15.98628
"Maewo, Central",Vanuatu,"2,200","Maewo, Central",168.101045,-15.005741
Mafea,Vanuatu,400,Mafea,167.229969,-15.3847
"Maii, Mafilau",Vanuatu,300,Maii,168.19844,-16.74267
Malmariv,Vanuatu,600,Tiale,166.86695,-15.2272
"Malo, Ataripoe",Vanuatu,"6,300",Malo,167.16538,-15.68301
"Malua Bay, Middle Nambas",Vanuatu,800,Malua Bay,167.21018,-15.97944
"Marino, Big Bay",Vanuatu,"2,200",Marino,168.07128,-14.942687
Maskelyne Islander,Vanuatu,"1,700",Maskelynes,167.83126,-16.53237
Mele-Fila,Vanuatu,"5,500",Mele-Fila,168.27591,-17.68475
"Merei, Lamenten",Vanuatu,"1,000",Merei,166.90642,-15.27949
Merelava-Merig,Vanuatu,"1,100",Mwerlap,168.041704,-14.458537
"Mewun, Labo",Vanuatu,"1,700",Ninde,167.44505,-16.43094
"Moruas, Vetumboso",Vanuatu,400,Morouas,166.91613,-15.34659
Mosin,Vanuatu,"2,200",Vures,167.47332,-13.9273
Mota,Vanuatu,"1,300",Mota,167.694149,-13.845247
Motalava,Vanuatu,"2,100",Mwotlap,167.49262,-13.72411
Mpotovoro,Vanuatu,700,Mpotovoro,167.23137,-15.8978
Namakura,Vanuatu,"5,900",Namakura,168.367905,-17.666055
Napuanmen Tannese,Vanuatu,"12,000",Whitesands,169.36473,-19.48502
Narango,Vanuatu,400,Narango,167.04099,-15.53767
Navut,Vanuatu,"1,300",Navut,166.80024,-15.31504
New Caledonian French,Vanuatu,"3,200",French,168.32038,-17.717195
Nokuku,Vanuatu,500,Nokuku,166.59928,-14.88935
Nume,Vanuatu,700,Nume,167.56211,-14.20897
Paama,Vanuatu,"10,000",Paama,168.34098,-16.52041
Piamatsina,Vanuatu,400,Piamatsina,166.73601,-15.00079
Polonombauk,Vanuatu,700,Polonombauk,167.08691,-15.46459
Port Sandwich,Vanuatu,"1,900",Bislama,167.78096,-16.46787
Port Vato,Vanuatu,"2,000",Port Vato,168.0634,-16.30568
"Raga, Central",Vanuatu,"12,000",Apma,168.18738,-15.74853
Repanbitip,Vanuatu,200,Repanbitip,167.6228,-16.32876
Rerep,Vanuatu,900,Rerep,167.64652,-16.28617
Roroia,Vanuatu,100,Roria,166.84029,-15.39891
Sa,Vanuatu,"4,000",Sa,168.22481,-15.94653
Sakau,Vanuatu,"6,300",Sakao,167.02969,-15.07076
Seke,Vanuatu,900,Seke,168.19663,-15.88375
Shark Bay,Vanuatu,700,Shark Bay,167.1326,-15.32489
"Sinesip, South West Bay",Vanuatu,600,Nahavaq,167.46862,-16.51188
Tahitian,Vanuatu,700,Tahitian,168.328649,-17.728779
Tambotalo,Vanuatu,100,Tambotalo,167.14046,-15.49881
"Tana, North",Vanuatu,"7,800","Tanna, North",169.30106,-19.37383
"Tana, Southwest",Vanuatu,"5,700","Tanna, Southwest",169.3532,-19.56475
Tangoa,Vanuatu,"1,300",Tangoa,166.9564,-15.56846
"Tasiko, Lewo",Vanuatu,"3,400",Lewo,168.31121,-16.73172
Tasmate,Vanuatu,400,Tasmate,166.65881,-15.08342
Tolomako,Vanuatu,"1,400",Tolomako,166.80446,-15.1553
"Toman Islander, Malvaxal",Vanuatu,800,Naha'ai,167.51154,-16.55103
"Tooga, Southern Torres Islander",Vanuatu,600,Lo-Toga,166.622732,-13.243626
"Torres Islander, Northern",Vanuatu,300,Hiw,166.55812,-13.14688
Tutuba,Vanuatu,800,Tutuba,167.23392,-15.52053
Unua,Vanuatu,"1,100",Unua,167.59731,-16.26582
Uripiv-Atchin,Vanuatu,"11,000",Uripiv-Wala-Rano-Atchin,167.35181,-16.00785
Valpei,Vanuatu,700,Valpei,166.59816,-14.72877
"Vanuatu Melanesian, Detribalized",Vanuatu,"12,000",Bislama,168.29681,-17.7209
Vao,Vanuatu,"3,000",Vao,167.27259,-15.91366
"Vatrata, Vanua Lava",Vanuatu,500,Vera'a,167.46858,-13.7975
Vinmavis,Vanuatu,900,Neve'ei,167.42555,-16.22589
Vunapu,Vanuatu,"1,000",Vunapu,166.68871,-14.84567
Wailapa,Vanuatu,300,Wailapa,166.90214,-15.56647
"Wallisian, East Uvean",Vanuatu,"1,300",Wallisian,168.334443,-17.682091
Wetamut,Vanuatu,300,Dorig,167.563601,-14.247622
Wusi,Vanuatu,500,Wusi,166.70173,-15.28495
"Italian, other",Vatican City,"1,000",Italian,12.455,41.905
Cuiba,Venezuela,400,Cuiba,-69.42864,6.25409
"Jew, Spanish-speaking",Venezuela,"6,800",Spanish,-66.804367,10.503922
Turk,Venezuela,"27,000",Turkish,-66.888399,10.484478
"Arab, Lebanese",Venezuela,"126,000","Arabic, North Levantine Spoken",-66.900147,10.500191
Bare,Venezuela,"4,400",Spanish,-66.862854,1.30505
Chaima,Venezuela,"12,000",Chaima,-62.642,9.0084
Cumanagoto,Venezuela,"18,000",Spanish,-64.881688,10.054942
"Rio Arauca Guajibo, Playero",Venezuela,200,Playero,-71.140613,7.179405
Warao,Venezuela,"43,000",Warao,-61.69748,9.22718
"Wayuu, Guajiro",Venezuela,"364,000",Wayuu,-72.03595,11.23667
Yabarana,Venezuela,400,Yabarana,-66.28197,5.35197
"Yaruro, Pume",Venezuela,"8,400",Pume,-67.56817,7.13042
Deaf,Venezuela,"139,000",Venezuelan Sign Language,-66.76784,10.32937
French,Venezuela,"8,300",French,-66.840709,10.504028
German Colonia Tovar,Venezuela,"6,000","German, Colonia Tovar",-67.25787,10.48533
Greek,Venezuela,"6,000",Greek,-66.917283,10.512632
Italian,Venezuela,"132,000",Italian,-66.883885,10.498998
Karina,Venezuela,"30,000",Carib,-63.82088,8.53667
"Maquiritari, Mayongong",Venezuela,"6,100",Maquiritari,-64.75042,4.9851
Paraujano,Venezuela,"18,000",Spanish,-71.869992,10.987876
Polish,Venezuela,"8,200",Polish,-66.869849,10.498666
Puinave,Venezuela,"1,500",Puinave,-67.45758,3.97434
Russian,Venezuela,"4,600",Russian,-66.984684,10.468781
Spaniard,Venezuela,"82,000",Spanish,-67.167487,10.42843
Warekena,Venezuela,500,Guarequena,-66.30921,2.40964
Akawaio,Venezuela,"1,100",Akawaio,-61.28181,6.54603
Arawak,Venezuela,"1,300",Arawak,-61.44078,5.91884
Armenian,Venezuela,"6,100","Armenian, Western",-66.931408,10.515735
Baniwa,Venezuela,"3,100",Baniwa,-67.1653,2.8
Basque,Venezuela,"5,400",Basque,-68.006207,10.201484
British,Venezuela,"7,300",English,-66.904721,10.520009
"Carib, Galibi",Venezuela,"15,000",Carib,-63.82088,8.53667
Catalonian,Venezuela,"5,500",Catalan,-71.614417,10.675945
"Chinese, general",Venezuela,"353,000",Spanish,-67.171212,10.432133
"Colombian, White",Venezuela,"141,000",Spanish,-66.705417,10.470912
Cuban,Venezuela,"82,000",Spanish,-67.16723,10.428572
German,Venezuela,"8,100","German, Standard",-66.858984,10.493721
Guajibo,Venezuela,"21,000",Guahibo,-68.07475,6.39524
Inga,Venezuela,700,Inga,-66.812492,10.449654
Japreria,Venezuela,100,Japreria,-72.67784,10.5779
Maco,Venezuela,"1,100",Maco,-66.56645,4.53397
"Mandahuaca, Bare",Venezuela,"2,600",Spanish,-66.80437,1.94686
Mapoyo,Venezuela,400,Spanish,-67.25811,5.96952
"Panare, Eye",Venezuela,"4,100",Enapa Woromaipu,-65.82966,6.90066
Patamona,Venezuela,300,Patamona,-60.637175,4.942603
Piapoco,Venezuela,"3,300",Piapoco,-67.70288,4.75393
Piaroa,Venezuela,"17,000",Piaroa,-66.68582,4.76169
Portuguese,Venezuela,"180,000",Portuguese,-67.327012,10.254076
Romanian,Venezuela,"1,500",Romanian,-66.828027,10.491156
Saliba,Venezuela,300,Saliba,-67.52768,5.71953
"Sanuma, Xamatari",Venezuela,"1,300",Sanuma,-64.51892,4.34429
"Spanish Creole, Pidgin",Venezuela,"137,000",Spanish,-67.166229,10.431327
Ukrainian,Venezuela,"9,300",Ukrainian,-66.955791,10.514483
Yanomami-Ninam,Venezuela,400,Ninam,-63.08088,4.49647
Yanomamo,Venezuela,"8,400",Yanomamo,-64.94509,2.16189
"Yukpa, Northern Motilon",Venezuela,"9,400",Yukpa,-72.88937,9.78434
"Zambo, Mulatto",Venezuela,"14,000",Spanish,-67.165101,10.426193
"Americans, U.S.",Venezuela,"22,000",English,-66.912172,10.509765
Arutani,Venezuela,20,English,-63.13943,4.75673
Curripaco,Venezuela,"6,500",Curripaco,-67.18335,3.0459
Jamaicans,Venezuela,"2,700",Jamaican English Creole,-71.663664,10.669335
Macushi,Venezuela,500,Macushi,-61.03331,4.734
"Motilone, Bari",Venezuela,"2,500",Bari,-72.68845,9.32659
Pemon,Venezuela,"27,000",Pemon,-62.14883,5.40745
Venezualan,Venezuela,"25,579,000",Spanish,-66.918852,10.495222
Yuana,Venezuela,"7,000",Yuwana,-65.39914,5.76636
Akha,Vietnam,"23,000",Akha,102.67736,21.72406
Alu,Vietnam,"3,900","Nisu, Eastern",105.836177,21.012465
Arem,Vietnam,100,Arem,106.40279,17.37985
Bih,Vietnam,500,Rade,108.031887,12.485112
"Cham, Eastern",Vietnam,"132,000","Cham, Eastern",108.49012,11.28528
"Cham, Western",Vietnam,"47,000","Cham, Western",105.91774,11.60319
Chut,Vietnam,"7,500",Chut,105.78465,17.74065
Coong,Vietnam,"2,400",Coong,102.78361,22.31432
En,Vietnam,300,En,106.16669,22.83897
"Gelao, Green",Vietnam,"1,900","Gelao, Green",104.698,22.56342
"Gelao, Red",Vietnam,200,"Chinese, Mandarin",104.99377,23.18945
"Gelao, White",Vietnam,200,Duoluo,105.0935,23.01089
Giay,Vietnam,"68,000",Bouyei,103.471639,22.38741
Hani,Vietnam,"26,000",Hani,103.67728,22.63259
Haroi,Vietnam,"44,000",Haroi,108.99799,13.22546
Hung,Vietnam,900,Hung,104.77041,18.87628
Indonesian,Vietnam,"4,400",Indonesian,105.817261,20.995521
Japanese,Vietnam,"9,600",Japanese,105.813978,21.010119
"Katu, Eastern",Vietnam,"74,000","Katu, Eastern",107.64367,15.85534
Khang,Vietnam,"16,000",Khang,103.73436,21.70502
Khmer,Vietnam,"1,320,000",Khmer,106.35155,9.73895
Khmu,Vietnam,"91,000",Khmu,104.37275,19.22908
Khua,Vietnam,"5,400",Khua,106.13211,17.54467
Kim Mun,Vietnam,"212,000",Kim Mun,104.30268,21.92478
Kucong,Vietnam,"7,900",Kucong,103.306582,22.398669
Lachi,Vietnam,"15,000",Lachi,104.84904,22.79953
"Lachi, White",Vietnam,"2,300","Lachi, White",104.67629,22.71554
Laghuu,Vietnam,400,Laghuu,103.93067,22.23544
Laha,Vietnam,"10,000",Laha,103.88646,21.60137
Lahu,Vietnam,"12,000",Lahu,102.75809,22.55513
Maleng,Vietnam,"1,200",Maleng,105.834632,21.023097
Mang,Vietnam,"4,700",Mang,103.14384,22.39392
Mantsi,Vietnam,"1,300",Mantsi,105.38886,23.14485
"Miao, Hua",Vietnam,"4,300","Miao, Chuanqiandian Cluster",102.499269,22.46582
Muong,Vietnam,"1,452,000",Muong,105.22657,20.70901
Na-Meo,Vietnam,"1,400",Na-Meo,106.43476,22.41886
Ngai,Vietnam,"1,600","Chinese, Yue",107.095343,20.961688
Nguon,Vietnam,"2,300",Nguon,105.94156,17.73384
Nung,Vietnam,"1,083,000",Nung,106.48817,22.50666
Pa Di,Vietnam,400,Pa Di,104.07603,22.63919
Pacoh,Vietnam,"19,000",Pacoh,107.12868,16.44399
"Pathen, Baheng",Vietnam,"8,200",Pa-Hng,105.11272,22.29416
Phula,Vietnam,"12,000",Phula,104.16259,22.74531
"Puoc, Xinh Mun",Vietnam,"30,000",Puoc,104.0259,21.02809
Qabiao,Vietnam,800,Qabiao,104.88987,22.99163
Romam,Vietnam,600,Romam,107.44915,14.33346
San Diu,Vietnam,"183,000",Iu Mien,105.422433,23.161243
Sila,Vietnam,900,Sila,102.45226,22.23731
Tai Daeng,Vietnam,"167,000",Tai Daeng,104.72409,20.85948
Tai Dam,Vietnam,"835,000",Tai Dam,103.8009,21.40015
Tai Do,Vietnam,400,Tai Yo,105.01908,19.18378
"Tai Don, White Tai",Vietnam,"334,000",Tai Don,103.0865,22.21094
Tai Lue,Vietnam,"6,200",Lu,103.58307,22.3055
"Tai Nua, Chinese Shan",Vietnam,"108,000",Tai Nua,105.797238,21.017285
Tai Pao,Vietnam,"10,000",Tai Pao,104.924415,19.229839
Tai Thanh,Vietnam,"24,000",Tai Thanh,104.97911,19.81283
Ta'oih,Vietnam,"52,000","Ta'oih, Upper",107.20753,16.1724
Tay,Vietnam,"1,845,000",Tay,105.85588,22.05344
Tay Sa Pa,Vietnam,400,Tay Sa Pa,103.80432,22.29526
Tay Tac,Vietnam,,Tay Tac,104.00744,21.38366
Tho,Vietnam,"91,000",Tho,105.34679,19.32553
Thu Lao,Vietnam,200,Thu Lao,104.25039,22.75265
Trieng,Vietnam,"20,000",Trieng,107.51545,15.50022
Tsun-Lao,Vietnam,"14,000",Ts'un-Lao,102.93161,21.41693
"Zhuang, Yang",Vietnam,,"Zhuang, Yang",106.0746,22.902771
"Zhuang, Yongnan",Vietnam,"12,000","Zhuang, Yongnan",106.313949,22.679488
"Zhuang, Zuojiang",Vietnam,"424,000","Zhuang, Zuojiang",106.704441,21.844618
Deaf,Vietnam,"730,000",Hanoi Sign Language,105.846224,21.004893
Katua,Vietnam,"4,400",Katua,108.30491,14.89674
Kayong,Vietnam,"27,000",Kayong,108.4449,14.9212
Monom,Vietnam,"6,500",Monom,108.36031,14.57455
Phuong,Vietnam,"19,000",Phuong,107.4674,16.21184
Rengao,Vietnam,"20,000",Rengao,107.85923,14.6066
"Roglai, Cacgia",Vietnam,"3,600","Roglai, Cacgia",109.1353,11.65983
Sedang,Vietnam,"125,000",Sedang,108.02703,14.77933
Takua,Vietnam,"6,500",Takua,108.03977,15.44014
Tamil (Hindu traditions),Vietnam,"9,700",Tamil,105.849111,20.98994
Todrah,Vietnam,"6,500",Todrah,108.12088,14.57905
Vietnamese,Vietnam,"80,690,000",Vietnamese,106.91747,17.11945
Eurasian,Vietnam,"478,000",French,105.84332,21.032108
French,Vietnam,"5,700",French,105.848921,21.025081
Brao,Vietnam,500,Lave,107.42119,14.18352
British,Vietnam,"4,300",English,105.801234,21.009936
"Bru, Eastern",Vietnam,"67,000","Bru, Eastern",106.64099,16.96991
"Cao Lan, San Chay",Vietnam,"201,000",Cao Lan,106.18094,22.21666
"Chinese, general",Vietnam,"869,000",Vietnamese,106.260216,20.711471
Co,Vietnam,"40,000",Cua,108.41919,15.17427
Halang,Vietnam,"17,000",Halang,107.59126,14.58172
Halang Doan,Vietnam,"3,600",Halang Doan,108.20014,15.03123
"Han Chinese, Cantonese",Vietnam,"1,073,000","Chinese, Yue",105.77522,22.06481
Hmong Bua,Vietnam,"25,000","Miao, Chuanqiandian Cluster",103.311979,22.368522
Hmong Do,Vietnam,,Hmong Do,105.2956,23.2975
Hmong Don,Vietnam,,Hmong Don,104.5098,21.5955
"Hmong Shua, Sinicized",Vietnam,"2,500",Sinicized Miao,105.08477,23.2258
Hre,Vietnam,"149,000",Hre,108.66021,14.70244
Iu Mien,Vietnam,"274,000",Iu Mien,104.666064,21.264761
Khao,Vietnam,"18,000",Khao,103.46874,21.45407
Lao,Vietnam,"18,000",Lao,106.338505,17.251337
Maa,Vietnam,"50,000",Maa,107.32844,11.52013
O-Du,Vietnam,400,O'du,104.43929,19.40826
Phu Thai,Vietnam,"250,000",Phu Thai,105.2652,18.48635
"Roglai, Northern",Vietnam,"80,000","Roglai, Northern",108.8502,12.21836
"Roglai, Southern",Vietnam,"66,000","Roglai, Southern",108.30424,11.30814
Bahnar,Vietnam,"197,000",Bahnar,108.47084,14.04764
Choro,Vietnam,"30,000",Chrau,107.27821,10.86271
Churu,Vietnam,"23,000",Chru,108.53856,11.67982
"E-de, Rade",Vietnam,"399,000",Rade,108.3317,12.96472
Hmong Daw,Vietnam,"1,154,000",Hmong Daw,103.55258,21.48856
Hmong Njua,Vietnam,"161,000",Hmong Njua,105.555583,21.818162
